Majority protein IDs	healthy_sample_0	healthy_sample_1	healthy_sample_2	healthy_sample_3	healthy_sample_4	unhealthy_sample_0	unhealthy_sample_1	unhealthy_sample_2	unhealthy_sample_3	unhealthy_sample_4
P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1	347.4785633596502	347.4938610746582	347.48085888541607	347.4964454350737	347.50794428355994	345.89951706784734	345.9328396241888	345.88479759521863	345.87428157488887	345.8965705348455
Q9NV06;A0A087WT20	339.25045342385795	339.0450682443826	339.3187846102839	338.9300772775755	339.2327093297582	339.5230349013905	339.57229738750567	339.53103966134324	339.4786085618828	339.50969328037434
Q8N5I9;A0A087WT30	323.2872807164204	323.2600317592629	323.30329103807156	323.26681503264615	323.26742517172335	326.0621622064656	326.01548764552615	326.09290935631145	326.0734113060427	326.0981520558869
A0A087WT39;V9GYI1	331.5421318810544	331.1403707244038	331.61211161637067	330.820554030874	331.49779561122426	323.2581674517337	323.50139138564475	323.1681513210254	323.1845546619512	323.0465276668349
Q9NQ66;A0A087WT80;A0A087WW73;Q9NQ66-2;A0A0D9SF51;A0A0D9SG17;H0YCJ2	312.0042066200073	312.031970097796	312.01986326154406	312.08301217689854	312.01288836645256	315.1723864938107	315.1133757005837	315.21014335153296	315.17067069117707	315.24433383732344
Q9H9V9;A0A087WT84;Q9H9V9-2	314.6499659830135	314.60660710638876	314.66690557505996	314.5895720422419	314.64105525313516	315.5868025331307	315.5802869723735	315.59809269216254	315.5824561815397	315.596549648223
P08123;A0A087WTA8	317.27389409024414	317.4689503892739	317.22008301097713	317.5593351961736	317.34848101553195	313.1789020328239	313.21895999787495	313.1348082518272	313.1625958141443	313.1708984065626
A0A087WTJ2;Q96F15;Q96F15-2	346.2698643745377	346.05668010772837	346.2073472856178	345.7491903486376	346.2143445235918	329.6997814178619	330.02468957502424	329.50324080341227	329.6984867446565	329.31315489855416
A0A087WTM7	323.98250739755315	324.1175304647341	323.9459830851811	324.18093502262155	324.0346326836345	321.21138818170687	321.23821646184217	321.1816919417178	321.19956373704446	321.2075970166544
Q96A57;Q5JWB9;A0A087WTT2;Q96A57-2	325.7798789502644	325.740751887424	325.7928247636064	325.7452318678942	325.7344566553236	329.84855314976335	329.7738290373825	329.89110799768713	329.8822297290604	329.885514007974
Q8TCU4;A0A087WTU9;A0A087WZY3;Q8TCU4-2	333.31740168650236	333.3017671585904	333.3335783072512	333.2872647734872	333.3527706839152	331.49873973235844	331.54747938566777	331.48323542291297	331.45792818900753	331.4965733052858
A0A087WTW0;Q96T88;A0A087WVR3;Q96T88-2;A0A087WWG9	322.1008250159209	322.0082154811355	322.13482687801	321.93102361583664	322.14105247149394	318.0913344387213	318.20192188408134	318.05349472491986	318.0227835417863	318.04950411050777
Q9UKL3;A0A087WTW5	324.6043495878635	324.66071994273136	324.4992836636538	324.5881582663286	324.5573590526907	316.29824019970647	316.405932398876	316.19082357512457	316.36734764488705	316.08711209707343
Q92504;A0A087WTX2	324.0239838162803	324.199986343372	323.98535554971005	324.3619226384077	323.9887240852777	331.67258049849613	331.47718789824523	331.7511417986661	331.76008936663436	331.7925961423029
A0A087WTX5	321.9795898995361	321.94203596225634	322.06734799489016	322.0186249920984	322.01074854773486	330.2436748511798	330.1252907969086	330.3474826862884	330.1967660827055	330.4387550970113
Q96RQ1;A0A087WU02;H0YI50;H0YI58;F8VPA6	330.4967225189282	330.5547935762983	330.3844806779713	330.4515788509383	330.48339768563426	317.9663039389453	318.15804119114875	317.8140593873434	318.0025636728653	317.70341553695044
Q5TGZ0;A0A087WU07;Q5TGZ0-2;R4GNA1	336.33642962741294	336.120550830243	336.41975167987215	336.0448797053555	336.2749960608229	342.48027373986224	342.41626788163654	342.5513557200695	342.47579825539805	342.5418176845096
O75626;A0A087WU16;O75626-2;O75626-3	314.9287127808925	314.9786067661735	314.9132171052453	314.9936181189656	314.9563020256269	312.80117292595907	312.83300013394324	312.778433455679	312.78857146706673	312.7857939939981
A0A087WU28;A0A0B4J2C1	312.1591440183219	312.18222149937407	312.1972142246996	312.23847955083073	312.2074268043638	314.69018388090075	314.65809898311494	314.7266478261893	314.6461661165224	314.7877652288903
P02724;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-3;P02724-2	311.88877358704315	311.8546987927648	311.8735946233105	311.84322035174034	311.8070943483161	315.4219809511027	315.3414678798648	315.452469837871	315.4950386050043	315.4131196154735
Q9H0U3;A0A087WU53	342.8074529416819	342.85018677455776	342.7729278882874	342.835378878561	342.82152753855854	338.6504139554519	338.71396625915986	338.601881663029	338.6504134604734	338.5813156014388
A0A087WU91;A0A0A0MS15	320.6572116637845	320.839884669165	320.6281654612617	320.93606262047587	320.76245490548837	316.69646170762377	316.74923736667364	316.65910218902394	316.6444987685115	316.7207743553296
Q8WYA6;A0A087WUB9;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2	345.5501594499057	345.4789242092684	345.5658200343713	345.4338014640493	345.53210132249217	345.5556722031031	345.56986573360484	345.5555731528522	345.55265381533604	345.5377219473474
Q15005;A0A087WUC6;E9PL01;E9PI68	348.3394329124587	348.3192193340648	348.34001384700343	348.30399690733907	348.3284316060658	348.31329069955126	348.31561290503976	348.3120349738864	348.3185454956852	348.3019441022219
A0A087WUD1	338.88834010988677	338.933120990162	338.88452314701954	338.9725135072587	338.8973563628873	340.03047315862085	340.0011403004831	340.04371619459465	340.0343667115113	340.06238645233526
Q9NRP0;A0A087WUD3;Q9NRP0-2	339.78841647096084	339.78959883113896	339.7758022586848	339.7747060669723	339.78246406465695	338.4979508879136	338.51741304301913	338.48174545338696	338.5049738409572	338.46639837927614
P28715;A0A087WUH0	337.55164904979483	337.3744317131018	337.60565473985264	337.2711659354802	337.53029828489	337.60787765684756	337.65119887539385	337.61174439806314	337.57588135272664	337.5869317053783
Q7Z4K8;F5GYK0;Q5VT61;A0A0A0MS35;A0A087WUH1;Q7Z4K8-5;Q7Z4K8-2;Q7Z4K8-4;Q7Z4K8-3	317.8486650755891	317.88368070149915	317.8575561136412	317.9192092734486	317.8780808648769	318.4152003038505	318.406123417597	318.42512219641094	318.3951497408006	318.4553177662406
Q9Y388;A0A087WUI1	332.1044848591138	331.994567994634	332.1199813445729	331.92081266190246	332.0613761923295	332.24787305981226	332.26182312316456	332.24697924715827	332.2589903511752	332.20808757963977
Q15661;P20231;J3QTS8;A0A087WUI4;A0A087X1U0;Q15661-2;A0A0C4DGM1	308.5227711179937	308.5149384091282	308.5447819685081	308.5759194275558	308.4671893847097	316.76078268951875	316.60194507337013	316.8499111274129	316.8130061449682	316.8714545060422
P40305;G3V4U3;Q9H4B1;A0A087WV79;A0A087WUJ8;A0A087WZR1;A8K0H0;A0A087X174	314.00584242691383	314.11663209674276	313.94037930353613	314.1304134206374	314.0200280577783	309.04240975472175	309.09971750559095	308.98187903362	309.06338632313947	308.95782783486965
O14979;A0A087WUK2	350.74424965884236	350.5676970789319	350.7944431728627	350.46786182594235	350.7090739317893	351.5803843805642	351.6050806683721	351.5913261349782	351.5626507317984	351.5616228459738
Q3LXA3;A0A087WUL0;H0YCY6;Q3LXA3-2	348.25974816618606	348.2231682695316	348.2801057780448	348.2154001746272	348.2570094649684	349.52003195391535	349.50828893852366	349.5358423303282	349.51122853943	349.5422805094879
A0A087WUL2	315.8060938815213	315.8744580254339	315.8193777527902	315.92585032125163	315.8817921790734	314.5389785904638	314.56851534107903	314.53310163287466	314.4817571241901	314.58759066846966
A0A087WUM0;P57105	321.8078186440846	321.645165694551	321.8381321625883	321.52500968135047	321.7800650595817	319.69644867367185	319.77008846509653	319.6731864095811	319.67635912493546	319.6260874383972
P07203;A0A087WUQ6	350.83967204537134	350.8835750987717	350.8559028841098	350.9409876127509	350.86892434932537	353.0582982876174	353.0183574803385	353.0873947232644	353.04051450249483	353.13134183535385
P62847;E7ETK0;A0A087WUS0;P62847-2;P62847-3;P62847-4	351.0768273993024	350.9118194771839	351.13035990593175	350.8210955315675	351.0565038827825	351.66833883690833	351.6993125937208	351.6782428933383	351.63880585164037	351.65918043426933
A0A087WUS7;P01880	313.8853108218337	313.92789294693387	313.8828848449619	313.9624853444142	313.90145778220267	314.42987875839924	314.4140309230025	314.4372323483094	314.4259219418226	314.4567480755423
O60841;A0A087WUT6	348.34053528327456	348.2662655868606	348.36063993924967	348.22001860985466	348.32994007415033	348.1352374569107	348.15668693704094	348.13390097668247	348.1236238669795	348.1202880375776
P47974;A0A087WUU9	332.8594880344878	332.9013122219984	332.7925747975209	332.84228137992574	332.8606270503333	324.93597098353445	325.05925623792405	324.8409789062173	324.95052957944205	324.7790502719017
A0A087WUW5	313.6465280723168	313.73774081956816	313.6099017491527	313.7741298919442	313.6619039590304	311.8469670523811	311.85650362777284	311.8247238295691	311.8595439104414	311.8266169427932
Q9NXU5;A0A087WUW9;A0A0B4J222	325.7691997829162	325.73168574466365	325.7420029539246	325.6573815331853	325.75074185192983	321.2088902089714	321.29090046030296	321.1535400887774	321.2182964060977	321.09956635571916
Q16760-2;A0A087WUZ9;Q16760;H7BZR7	312.6878550856809	312.7419585335862	312.6751604490711	312.78889322262836	312.67946670090095	314.67884073113174	314.6258302326293	314.6991090844692	314.7033320246076	314.71091159657317
Q99417;A0A087WV05	342.8615035029421	342.8307839623596	342.8677629164573	342.8115127696087	342.8521760734818	342.9358607407062	342.9401828217423	342.93643279306946	342.93613082477725	342.92806490095364
Q9NP08;F1T0J4;A0A087WV14	313.72827998804627	313.6255905912266	313.72668780415955	313.53320187737046	313.68485072371107	311.70696713178006	311.75560116456825	311.68017811675844	311.7214349193563	311.6236659884151
A0A0A0MR14;A0A0A0MRF2;A0A087X1R2;A0A087X0P3;A0A087WV17;Q8IYS5-6;Q8IYS5-2;Q8IYS5-3;Q8IYS5-4;Q8IYS5-5;Q8IYS5;Q8IYS5-7	317.8050109651569	318.08477840050864	317.7063434508456	318.2128454941805	317.8604495074561	313.58334110388785	313.59351552016113	313.5317234750773	313.6128384615171	313.5548891784241
P02810;A0A087WYF5;A0A0A0MT31;A0A087WYT0;A0A087WV42;A0A087WZY1	313.9611611094824	313.96093661298477	313.9782476364582	313.97898068748447	313.97509555947767	315.22627426590327	315.20992060083057	315.24336769082583	315.2112674787026	315.26506806226763
A0A087WV47;P01857;A0A0A0MS07	353.9332939355938	353.97125034229754	353.8973444628121	353.94550837436924	353.9524800442118	348.79245043229565	348.8760884426985	348.73324907743796	348.7860523486531	348.70861133919374
P46013;A0A087WV66	328.22179508309375	328.28207366126304	328.1490454056539	328.28660645614536	328.1408402467838	328.33767507061594	328.287944193883	328.3244433729905	328.4400834800956	328.2619493539603
O75352;J3QS48;I3L295;J3KT75;J3QW43;J3QRD5;Q9H3L2;Q1HDL3;A0A087WV81;O75352-2;I3L1D2;J3KSI4;I3L4E0;J3KTK8;J3QQZ4;I3L405;I3L261	342.128589275023	342.1590365624901	342.1226269007243	342.1697404162923	342.15176251638746	340.757456175647	340.7804693262648	340.74368967488005	340.7432150438582	340.7527614670823
P62341;A0A087WVA1;Q6IAK0	337.6414578960674	337.5997618889506	337.637199102115	337.5421688550437	337.6465958428642	334.0866913342827	334.16152232937736	334.0469914256465	334.0699495927606	334.02031256968183
A0A087WVD1	315.58944265016964	315.7299263805381	315.54001948426003	315.7902372277991	315.6239298851543	312.8512474155144	312.86936927007815	312.8190392605395	312.85938843234027	312.83105181932547
Q9NZM3;A0A087WVF7;Q9NZM3-2;Q9NZM3-4;Q9NZM3-3	344.5775387493816	344.54501477441977	344.59617726237354	344.5411663870815	344.57160483306023	346.115579102823	346.0967187221494	346.1340344318626	346.1112277153179	346.1403111633243
O60238;H0YBC7;A0A087WVL5;O60238-2	324.35612213603576	324.4000799950351	324.3092524124529	324.33417495917206	324.42243537289926	313.3774232962986	313.57635666133194	313.25623012572305	313.3261209937559	313.2226653272329
A0A087WVM2;Q8N6Q3;Q8N6Q3-2	317.2709342669801	317.581268603741	317.19787046420487	317.75715295746244	317.37026251424646	314.5277740805988	314.519986759881	314.4992353350183	314.5204957025818	314.57166673376145
P0C024;H3BRQ8;A0A087WVP7;P0C024-3;P0C024-2	314.167878426421	314.19657363338797	314.1733858642341	314.2123700994273	314.2086421218667	312.7643016937644	312.79490320835833	312.7529100465798	312.73127728136336	312.77600341963716
Q00610;A0A087WVQ6;Q00610-2	359.8419863057053	359.8424690246655	359.83910374836444	359.84103451966325	359.8378876537469	359.82173105452773	359.8204155383988	359.82084627239925	359.8261407969863	359.8173553243978
Q9BWW4;A0A087WVT6;Q9BWW4-2;Q9BWW4-3;Q9NW25	317.7525594025013	317.66613068814655	317.7073739432087	317.52700007876655	317.7031134175178	310.5812751477186	310.7107526938718	310.49210905251044	310.6088827056716	310.38934503209197
O00512;A0A087WVU5	320.52759068623794	320.44071314352254	320.5314956204047	320.36142519607836	320.50584055089917	318.18443193732526	318.2419341514569	318.15658242713505	318.18134604353725	318.1158439214825
A0A087WVW2	312.33019868590833	312.38515253309936	312.30350498069606	312.423843220553	312.3012259295824	314.20150856459674	314.1426610114736	314.21717870143357	314.2476724860573	314.21123268071716
Q5TI65;A0A087WVZ0;Q9Y5U8	322.5137074860148	322.5993649930345	322.47667003957724	322.60437752807536	322.56776589717936	316.62415142186717	316.7194377093119	316.55970099650415	316.5964058507751	316.5595343817812
Q96AY4;A0A087WW06	317.9484198969323	317.9641689910954	317.9256056252255	317.9318616463595	317.97082961379533	313.2232874932953	313.30756816017805	313.1703037767066	313.2066033566553	313.1507112310974
A0A087WW07;P35225	321.9117487848766	322.03035052988645	321.83932112205196	322.04025649431	321.92871860851454	316.0682617056063	316.13931485312474	315.9974717539638	316.0890638243808	315.9688524826261
A0A087WW14	331.1971363144875	331.26428148089803	331.115821626097	331.21598061405905	331.1909000918139	323.2420557399933	323.3556889343025	323.1446362134667	323.2720175930698	323.0775471337301
Q96GU1;A0A087WW37;Q96GU1-2;Q5JUL1	314.731785631514	314.68350673833623	314.74965956608594	314.62668595657306	314.77943250698075	310.10865341907544	310.2194036241488	310.06307910687474	310.0461729340535	310.06209614803083
P55198;A0A087WW39	330.8850716114249	330.57738016063405	330.9491007378009	330.37820509348154	330.8047611217382	330.5774517557841	330.64355701044934	330.57275318265147	330.5669369042316	330.4910536236417
A0A087WW58;Q9C0D9	322.10058209368196	322.02664431370704	322.11002345956217	321.9807896767167	322.063150491978	322.85472303260735	322.84976074916653	322.86060249155963	322.87071006756514	322.83292553290056
Q14114;Q14114-2;A0A087WW84;Q14114-4;Q14114-3;H0YEV6;E9PP15	312.61714321592916	312.6263992725519	312.5881109050661	312.59333184832656	312.6133615058508	309.07479251858973	309.1311000882234	309.03201223020955	309.0828709552064	309.000404461376
A0A087WW89;A0A0B4J1Y9	336.3218671993461	336.3039713208582	336.3426313178207	336.3121985197747	336.3286163394392	337.81584279218737	337.79812622664764	337.83518573682613	337.80281075853844	337.852106257406
A0A087WWB6	321.0242044772598	321.0229469182247	321.05659336777376	321.13497664303236	320.9256418867094	335.3472230341561	335.066706063976	335.50143983013834	335.4437962098176	335.5378706154085
A0A087WWC9;A0A087WXC3;A0A087WWU7;A0A087WYN7;A0A087WWT5;A0A087WX49;B9A064;A0A0B4J231;A0A087WU42;A0A087X2A1;A0A075B6K8;P0CG04	350.4927205548435	350.49244545052665	350.5064116790737	350.5037647387269	350.50869365083173	351.04034104609957	351.03699873084395	351.0492693460729	351.0234709260029	351.0667727063861
A0A087WWF1;Q8WWX9	327.73122376066596	327.5099050372621	327.73513663835854	327.2569311573056	327.7415339318879	314.5432229289488	314.8372219523137	314.3970313610735	314.4698417692158	314.28796140898305
A0A087WWG8	331.5511311856143	331.22330360033135	331.63812389130254	330.9220320472609	331.65407017801135	316.0351940501839	316.43460493096984	315.87956894030725	315.83399039954287	315.8224162346247
